LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default,RiskScore,RiskCategory
DAPKZ4NRZ9,60,46073,125439,489,94,3,20.73,12,0.25,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0,59.32,Medium Risk
8KXNNW8PDD,34,144772,117998,462,3,3,3.5,48,0.15,PhD,Unemployed,Single,No,No,Education,Yes,0,38.15,Low Risk
WJGVRZ0UZ0,31,20950,49260,532,18,2,19.3,60,0.74,Master's,Part-time,Single,No,No,Other,No,0,71.67,High Risk
M9IGO8QLW0,46,95437,170223,515,64,3,5.07,60,0.75,Master's,Self-employed,Married,Yes,No,Home,Yes,0,60.35,Medium Risk
P0HFE7NONV,37,49947,114442,402,66,2,2.55,60,0.35,PhD,Self-employed,Divorced,Yes,No,Auto,No,0,58.55,Medium Risk
FSUVDA7LH8,47,70479,97517,436,100,4,19.07,36,0.37,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,0,58.89,Medium Risk
L4EJC3F2CB,36,146942,180464,758,83,3,12.24,48,0.61,High School,Full-time,Married,Yes,No,Other,Yes,0,37.36,Low Risk
OSRSOEN4OB,56,64363,172231,493,68,1,7.04,12,0.7,PhD,Unemployed,Divorced,Yes,No,Education,Yes,0,66.1,Medium Risk
I1WYP7AZA0,30,133380,89806,825,83,3,14.83,24,0.26,PhD,Unemployed,Divorced,No,Yes,Education,No,0,21.48,Low Risk
6ERXOHD9J3,35,130317,244608,701,34,4,5.33,48,0.9,Master's,Full-time,Divorced,Yes,No,Education,Yes,0,54.3,Medium Risk
LNMJI2MVN7,40,15368,145330,580,50,4,3.08,48,0.22,PhD,Full-time,Single,No,No,Home,Yes,0,53.13,Medium Risk
ZUMO8ULG7W,63,35677,225791,733,18,2,7.24,12,0.13,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,0,47.2,Medium Risk
WKK5CP6P41,50,107083,196433,607,21,2,10.94,36,0.47,Master's,Unemployed,Married,No,No,Auto,No,0,52.01,Medium Risk
EPK4SR76QD,56,56198,43482,649,30,3,16.94,12,0.64,High School,Full-time,Single,No,Yes,Other,No,0,54.53,Medium Risk
740NJVCQID,57,111218,172891,805,66,4,6.03,24,0.54,High School,Part-time,Divorced,No,Yes,Business,Yes,0,35.78,Low Risk
1MK8HAR3F9,35,19054,51624,470,113,2,8.29,24,0.49,Master's,Full-time,Single,Yes,No,Education,No,0,59.66,Medium Risk
NLP7DR5PIC,26,78578,104302,534,104,4,5.87,60,0.89,PhD,Self-employed,Married,No,No,Home,No,0,59.91,Medium Risk
G5C0VFB6PH,50,96199,221368,678,116,3,8.84,60,0.29,Master's,Full-time,Married,Yes,Yes,Education,No,0,41.14,Medium Risk
AI79B3LLI0,49,92773,141532,672,45,4,24.16,36,0.16,Bachelor's,Self-employed,Married,No,No,Other,No,0,43.65,Medium Risk
TQBK8A9F7Y,34,68408,202930,537,22,4,13.83,24,0.51,PhD,Part-time,Single,Yes,No,Education,No,0,65.04,Medium Risk
RS4BJJKO3H,36,42761,131271,790,114,1,7.67,60,0.49,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,0,42.06,Medium Risk
QG345E0ODE,44,114002,14794,301,24,2,22.78,60,0.38,High School,Full-time,Single,No,No,Home,No,0,59.88,Medium Risk
IEURHS17RT,23,146100,94207,507,112,1,6.4,24,0.13,Master's,Full-time,Divorced,No,Yes,Business,Yes,1,29.65,Low Risk
01EOQIYMFE,52,126798,109038,366,26,1,21.89,24,0.6,Master's,Part-time,Single,Yes,No,Education,Yes,0,65.61,Medium Risk
447Z0AYKJG,54,25906,83857,584,73,4,5.98,36,0.62,PhD,Self-employed,Single,Yes,Yes,Home,No,0,58.22,Medium Risk
ZN13DXCGZ5,51,25314,224445,664,3,1,16.39,48,0.88,Master's,Full-time,Divorced,Yes,No,Home,No,0,77.81,High Risk
ZPGZ7WY0IR,37,140987,172545,722,66,1,8.07,48,0.15,Master's,Unemployed,Single,No,Yes,Auto,Yes,0,26.4,Low Risk
WNR0ZIOGXS,42,135652,87551,774,119,3,7.55,12,0.21,Master's,Full-time,Married,Yes,Yes,Home,Yes,0,17.61,Low Risk
YFCH5LOG83,21,24586,208496,795,24,4,5.28,36,0.8,Bachelor's,Full-time,Single,No,Yes,Other,No,1,60.95,Medium Risk
UU1TI9HPZA,27,90738,40379,661,18,4,13.03,60,0.46,PhD,Part-time,Married,No,No,Auto,No,0,42.05,Medium Risk
1XFJL6FXKU,27,49257,101649,815,30,4,5.11,48,0.63,PhD,Part-time,Divorced,No,No,Other,No,1,43.96,Medium Risk
KYXAFR0R6J,41,56864,173224,303,39,3,15.8,60,0.89,High School,Self-employed,Divorced,Yes,Yes,Business,No,0,88.95,High Risk
G1F7UJJ2XD,38,81609,56448,472,18,3,16.9,36,0.4,PhD,Full-time,Single,No,No,Other,Yes,0,55.81,Medium Risk
EOACQUSZXM,28,119321,74010,316,49,3,24.85,36,0.2,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0,57.06,Medium Risk
GDYRZMRJ3O,44,130495,89083,752,99,3,2.27,36,0.12,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,0,15.85,Low Risk
IZ7N4LNL42,33,52240,143655,350,33,3,10.85,60,0.57,PhD,Unemployed,Divorced,Yes,No,Home,No,1,74.39,High Risk
DSL575CMI0,43,53587,249950,346,110,1,18.6,12,0.19,PhD,Full-time,Divorced,No,No,Auto,No,1,71.35,High Risk
TN5MIT9TC2,47,65830,209562,305,111,1,23.28,48,0.56,PhD,Full-time,Divorced,No,No,Auto,Yes,1,81.2,High Risk
JJ37JFTQO2,66,139881,210278,567,31,3,17.3,60,0.73,Master's,Self-employed,Single,Yes,No,Home,No,0,59.53,Medium Risk
J8SPSZOIPT,33,98225,52329,372,82,1,13.19,24,0.87,High School,Unemployed,Single,Yes,No,Business,No,0,66.73,Medium Risk
1OSJQ63X3S,24,64749,191070,565,118,3,24.8,24,0.2,Master's,Unemployed,Married,No,Yes,Education,Yes,1,55.69,Medium Risk
XHMSDMNQ9I,33,77508,51178,432,69,3,2.04,12,0.19,PhD,Part-time,Divorced,Yes,No,Home,No,0,43.61,Medium Risk
V32S8TWR6B,52,51685,121605,447,63,1,15.05,12,0.76,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0,73.04,High Risk
T0ZL11QAKZ,33,78581,218013,619,86,2,23.75,24,0.26,High School,Self-employed,Divorced,Yes,No,Business,Yes,0,54.66,Medium Risk
D4BJLK5P7Q,57,17693,52979,566,50,1,15.91,48,0.25,PhD,Self-employed,Divorced,Yes,Yes,Home,No,0,54.3,Medium Risk
GANYB8G06G,29,76155,79956,686,75,2,23.54,24,0.21,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,0,41.13,Medium Risk
7RJBEDYZN7,52,24870,91983,326,91,3,24.7,36,0.59,Master's,Part-time,Divorced,No,No,Auto,No,0,81.12,High Risk
PZM7YXV4IO,66,20975,154340,600,0,3,23.08,36,0.55,Bachelor's,Unemployed,Single,No,No,Education,Yes,1,72.06,High Risk
4JG8Q3606M,38,104301,23443,588,5,4,22.27,36,0.59,High School,Part-time,Married,Yes,Yes,Auto,No,0,51.43,Medium Risk
QKE2JL71N5,67,96641,143943,370,88,3,8.87,36,0.83,PhD,Self-employed,Married,No,Yes,Business,No,0,69.75,Medium Risk
X15PQDXKIH,60,83254,101242,327,1,2,23.7,36,0.29,High School,Full-time,Divorced,Yes,Yes,Business,No,0,67.96,Medium Risk
0XI7B472VP,53,98756,205983,546,17,4,12.02,60,0.52,Bachelor's,Self-employed,Married,Yes,No,Education,No,0,59.55,Medium Risk
K3M4K2RRWE,65,94784,79469,511,16,1,20.9,24,0.25,PhD,Full-time,Married,No,Yes,Business,No,0,50.88,Medium Risk
FC7SDFL9MO,34,55415,54501,558,37,1,2.35,12,0.65,PhD,Full-time,Divorced,No,Yes,Business,No,0,53.87,Medium Risk
4VJBXKXF02,49,77704,39374,721,60,2,2.24,60,0.3,Master's,Self-employed,Single,Yes,No,Home,No,0,29.34,Low Risk
U4F5KJVO9W,58,141166,151065,623,69,3,18.74,48,0.82,Bachelor's,Full-time,Married,Yes,No,Other,No,0,53.53,Medium Risk
YORHXBKFWA,23,143599,99908,305,97,3,16.62,12,0.43,High School,Full-time,Married,No,No,Other,No,0,55.71,Medium Risk
DKNUHEIM5H,41,65370,43863,746,65,3,7.69,24,0.41,High School,Self-employed,Single,Yes,No,Auto,Yes,0,35.39,Low Risk
OP035W4KBR,44,75120,88424,786,107,4,12.63,60,0.21,PhD,Full-time,Divorced,No,Yes,Business,No,0,29.48,Low Risk
2F2MUFZ35S,37,82117,15866,542,52,1,4.22,48,0.7,Bachelor's,Part-time,Married,Yes,Yes,Education,No,0,49.57,Medium Risk
T89INIW1JK,42,88893,233012,309,39,3,6.09,12,0.75,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,0,79.16,High Risk
QKBIWOA9BA,19,15077,28970,334,14,1,19.77,12,0.77,PhD,Self-employed,Divorced,Yes,No,Home,Yes,0,84.06,High Risk
0VO25GBMKM,26,63225,12442,500,41,4,9.88,12,0.43,Master's,Part-time,Single,Yes,Yes,Business,Yes,0,50.7,Medium Risk
V3XUC9YB3C,45,56537,55520,802,66,4,13.28,48,0.27,Master's,Full-time,Married,No,Yes,Other,Yes,0,33.08,Low Risk
NHJ9O4UUCS,55,148255,39611,550,0,4,7.78,36,0.57,PhD,Self-employed,Single,No,Yes,Auto,No,0,40.68,Medium Risk
SK24GZ9OGD,20,140118,232637,579,98,1,5.43,48,0.6,PhD,Full-time,Divorced,No,Yes,Other,Yes,0,48.23,Medium Risk
ARVCUCQBXD,37,132444,81893,670,96,3,7.82,24,0.72,Master's,Full-time,Single,Yes,No,Auto,No,0,38.65,Low Risk
AC1FWKQIXX,23,91027,130216,464,76,1,13.31,24,0.13,Bachelor's,Part-time,Married,No,Yes,Business,Yes,0,48.11,Medium Risk
D0OGHT069K,56,54062,242795,400,91,1,8.45,36,0.71,PhD,Self-employed,Divorced,Yes,Yes,Education,No,0,77.69,High Risk
530BQ1XVTJ,50,142134,7612,448,109,4,16.07,24,0.58,PhD,Full-time,Single,No,No,Education,Yes,0,44.74,Medium Risk
55KJ5JXG7N,18,48930,177300,788,43,1,16.15,60,0.48,Master's,Full-time,Single,Yes,No,Home,No,0,51.09,Medium Risk
7A2PQ6D2JI,54,28324,173471,701,65,2,18.73,60,0.68,High School,Part-time,Single,Yes,Yes,Other,Yes,0,64.77,Medium Risk
THNZT49EZU,23,20398,30314,313,62,4,19.07,36,0.15,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0,65.45,Medium Risk
KGUH30FPXZ,62,84923,136289,391,62,4,17.57,48,0.55,Bachelor's,Part-time,Single,Yes,No,Other,No,0,67.61,Medium Risk
XUQDLSK57L,51,78454,77722,775,0,3,18.6,48,0.68,Bachelor's,Unemployed,Married,No,Yes,Business,Yes,0,49.07,Medium Risk
RTPRGOP0U2,64,32748,132649,747,47,2,18.68,48,0.57,Master's,Self-employed,Married,No,No,Business,Yes,0,56.54,Medium Risk
GY0VC94IX6,32,66636,29371,470,91,3,23.99,60,0.39,Bachelor's,Self-employed,Single,No,Yes,Other,Yes,1,56.27,Medium Risk
FO7DQQBRSD,62,119416,148470,754,15,3,22.97,36,0.51,Master's,Full-time,Married,No,No,Business,Yes,0,45.25,Medium Risk
JYE17S1NPK,43,118430,138824,486,87,3,17.72,60,0.47,PhD,Unemployed,Single,No,Yes,Education,No,0,53.7,Medium Risk
NL5CCWFUN1,31,47156,241620,338,21,1,22.64,48,0.77,Master's,Unemployed,Single,No,Yes,Business,Yes,1,93.71,High Risk
GROJTQ0O3K,24,28926,45989,328,40,1,2.09,36,0.46,High School,Unemployed,Single,No,Yes,Other,Yes,0,65.63,Medium Risk
4E8QKS0SB3,63,21760,245986,517,66,2,8.16,48,0.67,Master's,Part-time,Single,Yes,Yes,Auto,No,0,76.1,High Risk
F6WLIL6T8D,48,67409,53487,408,110,3,8.77,48,0.33,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,0,51.81,Medium Risk
NLPWFR8Q1U,41,97300,43958,324,115,1,18.35,36,0.52,High School,Full-time,Married,Yes,Yes,Education,Yes,0,60.68,Medium Risk
HHYH3G9QP1,48,118543,25365,359,11,3,6.53,60,0.74,PhD,Part-time,Divorced,No,No,Other,No,0,59.11,Medium Risk
W1GF18A3RK,46,144850,144803,683,77,3,24.76,60,0.35,PhD,Self-employed,Divorced,Yes,Yes,Education,Yes,0,38.88,Low Risk
JM33EMZ924,59,45738,231061,620,51,4,8.06,24,0.19,PhD,Full-time,Single,Yes,Yes,Other,Yes,0,53.06,Medium Risk
EYY6TNE8Z1,49,122710,55047,489,105,4,5.65,36,0.48,Bachelor's,Full-time,Single,No,No,Auto,No,0,41.19,Medium Risk
S59ZOC1PBP,34,98362,173432,757,16,3,22.15,24,0.88,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0,59.53,Medium Risk
5LWSIMQFLQ,31,33641,185666,483,58,2,19.53,48,0.89,PhD,Full-time,Divorced,No,Yes,Business,No,0,83.79,High Risk
EQVS2ZCZUJ,57,81256,187394,682,54,4,20.03,48,0.89,High School,Self-employed,Single,No,Yes,Business,No,0,65.12,Medium Risk
QTWVA065PQ,53,129276,184305,746,112,3,21.16,12,0.57,Master's,Self-employed,Single,No,Yes,Education,Yes,0,42.9,Medium Risk
4TNJ063VUV,65,62948,88243,423,10,1,16.91,12,0.12,PhD,Full-time,Single,No,Yes,Business,Yes,1,56.59,Medium Risk
CJ8D3VT16X,41,128046,139936,429,61,4,21.92,24,0.63,Master's,Full-time,Single,Yes,Yes,Home,No,0,62.99,Medium Risk
I99M8C7A3K,62,51613,94989,629,54,1,16.08,48,0.6,Master's,Self-employed,Single,No,No,Education,Yes,0,57.26,Medium Risk
Y5HHHY99C3,44,63546,205857,337,56,4,19.94,48,0.77,High School,Part-time,Single,Yes,Yes,Auto,Yes,0,85.99,High Risk
MI5CWD8FYZ,42,33556,66288,821,74,1,7.16,24,0.81,PhD,Self-employed,Married,No,Yes,Business,Yes,0,47.57,Medium Risk
K47BUWW5YW,49,23460,58560,805,118,1,20.87,60,0.14,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,0,36.07,Low Risk
5RCCJJ82V7,69,58664,225734,458,29,4,9.09,48,0.22,PhD,Self-employed,Single,No,No,Education,No,0,62.42,Medium Risk
5CA2DOSUMK,35,22943,116601,360,21,1,10.97,48,0.8,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0,83.43,High Risk
J1G3N98J49,63,78127,23745,419,6,2,13.78,24,0.45,High School,Part-time,Married,No,No,Education,No,0,57.74,Medium Risk
BTKGH4OFW0,35,15472,35220,505,64,4,12.23,24,0.42,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0,59.27,Medium Risk
PS3F3GD9RA,54,68091,139821,796,65,4,16.99,48,0.34,Master's,Unemployed,Married,Yes,No,Business,No,0,40.78,Medium Risk
VMGASREW7P,43,36894,172668,385,7,2,12.09,12,0.34,PhD,Self-employed,Single,No,Yes,Home,Yes,0,72.26,High Risk
4R90JUPQXU,26,142006,242869,465,84,4,9.21,60,0.38,High School,Part-time,Married,Yes,Yes,Auto,No,0,51.77,Medium Risk
3LYP8EB8UU,52,50343,7371,633,48,2,22.03,48,0.55,Master's,Unemployed,Divorced,Yes,No,Home,Yes,1,53.18,Medium Risk
17Z5CHM2ZI,25,86913,80534,672,8,4,11.11,60,0.18,PhD,Full-time,Divorced,No,No,Education,No,1,36.7,Low Risk
ZTLI35IWMJ,37,85953,15659,411,63,2,4.78,12,0.28,Master's,Full-time,Single,Yes,Yes,Education,Yes,0,45.13,Medium Risk
1E346TUXJG,59,73283,29993,512,48,1,6.48,12,0.41,Bachelor's,Self-employed,Single,No,Yes,Other,No,0,47.12,Medium Risk
EDHXM9PSG9,39,147543,18256,498,20,4,22.75,24,0.43,Master's,Full-time,Married,Yes,No,Home,No,0,44.76,Medium Risk
L9ZV4LZ5SR,36,143939,183819,543,9,4,16.03,48,0.72,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0,58.68,Medium Risk
KJ2X98JFHU,47,64830,63858,655,13,4,20.64,12,0.57,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,0,54.76,Medium Risk
MEM5SRKZFI,45,24694,153418,447,2,2,8.95,24,0.77,High School,Full-time,Married,No,No,Education,No,0,79.59,High Risk
HXZDBWIQMZ,52,66474,8623,332,72,2,3.02,48,0.19,High School,Self-employed,Divorced,No,Yes,Education,Yes,0,48.75,Medium Risk
XMI3GBFXO1,60,48933,76891,694,16,2,15.51,48,0.32,Master's,Part-time,Married,Yes,No,Other,Yes,1,46.64,Medium Risk
PSZHUUMSRY,28,149723,196463,396,19,4,2.42,60,0.88,Bachelor's,Full-time,Single,No,Yes,Education,No,0,64.69,Medium Risk
1FL6EF8OKR,48,141353,125762,585,27,4,7.72,12,0.72,High School,Self-employed,Single,Yes,Yes,Other,No,0,48.15,Medium Risk
J1B5CHQH8Y,66,22377,93495,809,24,3,8.48,24,0.12,PhD,Self-employed,Married,No,Yes,Business,Yes,0,36.22,Low Risk
OCYDJNHD5H,65,132920,39657,532,69,3,24.21,48,0.61,Bachelor's,Self-employed,Single,Yes,No,Education,No,0,49.78,Medium Risk
JM2EI3LI1D,56,64487,207390,692,48,4,24.68,48,0.37,High School,Full-time,Married,Yes,Yes,Education,Yes,0,57.02,Medium Risk
YEY62YX9IH,53,139333,25428,542,72,3,11.83,36,0.31,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0,33.31,Low Risk
A7OHX3P4AT,47,17905,225449,451,100,3,18.8,48,0.85,PhD,Self-employed,Married,No,Yes,Business,No,1,87.47,High Risk
0V2DPMT3QM,40,83323,191439,699,42,3,11.53,36,0.61,High School,Full-time,Married,No,No,Other,Yes,0,53.15,Medium Risk
QVSMOV6EYB,36,71907,115667,328,72,3,11.15,60,0.82,Master's,Self-employed,Single,No,Yes,Other,Yes,0,75.8,High Risk
1OENJ1QNAO,29,136094,108032,448,85,1,5.49,48,0.14,Bachelor's,Part-time,Single,No,No,Auto,No,0,36.66,Low Risk
KFU4G7NZ9J,32,138053,167076,598,29,2,15.07,48,0.59,Bachelor's,Unemployed,Married,No,No,Education,No,0,50.47,Medium Risk
LWNLVFW1FC,48,71629,81117,595,9,2,12.93,36,0.69,High School,Unemployed,Divorced,No,Yes,Education,Yes,0,58.13,Medium Risk
GWETJAIERX,60,148809,98662,489,63,4,15.31,12,0.53,Bachelor's,Self-employed,Single,No,No,Auto,No,0,47.63,Medium Risk
22Q99J7A82,54,68462,89177,376,106,2,17.67,12,0.66,High School,Unemployed,Married,Yes,Yes,Other,No,0,69.02,Medium Risk
9GM7S3KMW1,54,110547,93353,550,114,1,22.68,36,0.4,High School,Self-employed,Divorced,Yes,No,Business,Yes,0,47.44,Medium Risk
ARRG07DLM1,32,21818,89022,757,2,1,18.09,12,0.86,PhD,Self-employed,Single,Yes,Yes,Auto,No,0,64.34,Medium Risk
X2L3GH2EAS,46,33772,28504,404,81,3,11.32,12,0.28,PhD,Self-employed,Single,No,Yes,Auto,No,0,56.9,Medium Risk
6QJMC2RPDC,67,46411,68970,506,35,3,17.38,12,0.85,Bachelor's,Unemployed,Married,No,No,Education,Yes,0,71.73,High Risk
6J05YZP5ZD,60,134406,64540,830,29,4,18.41,12,0.62,High School,Unemployed,Divorced,Yes,No,Home,Yes,0,33.11,Low Risk
CYX41BZSCK,43,116103,8692,373,9,3,2.63,12,0.6,PhD,Unemployed,Married,No,Yes,Other,No,0,52.11,Medium Risk
P38GL3D1XI,61,31287,108721,794,0,3,22.38,12,0.65,Bachelor's,Unemployed,Married,No,Yes,Business,No,0,58.43,Medium Risk
BATQM10PE9,19,29730,69122,509,3,3,15.97,24,0.54,PhD,Full-time,Single,No,Yes,Auto,Yes,0,66.69,Medium Risk
JNPNG2P8E8,37,18528,55226,822,93,1,17.8,48,0.14,High School,Part-time,Divorced,No,Yes,Home,Yes,0,35.33,Low Risk
MDE29NON1C,32,88084,109407,550,68,3,13.3,36,0.52,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,1,52.97,Medium Risk
JKM9NL321I,69,22701,112041,386,31,2,20.37,12,0.68,Bachelor's,Part-time,Married,No,No,Business,Yes,0,82.36,High Risk
KQBYRZ7K8T,21,38495,62392,498,100,2,4.44,24,0.63,Bachelor's,Full-time,Divorced,No,Yes,Other,No,0,58.18,Medium Risk
7OKX0PC8SB,39,107117,141550,585,72,2,8.7,48,0.75,High School,Unemployed,Single,Yes,No,Other,Yes,0,53.85,Medium Risk
ZBKQ5J6GHU,67,51165,231954,450,60,3,6.56,12,0.83,Master's,Self-employed,Married,No,Yes,Education,Yes,0,78.24,High Risk
07QK94HQPH,55,75590,82538,304,101,4,11.61,48,0.76,Bachelor's,Part-time,Divorced,Yes,No,Business,No,0,71.75,High Risk
2J6PF5BFD0,40,73086,147590,768,115,2,22.33,36,0.54,High School,Full-time,Single,No,No,Education,Yes,0,47.73,Medium Risk
47F9TN2CS4,43,51844,198522,838,10,3,17.57,48,0.36,PhD,Full-time,Single,No,Yes,Education,No,0,48.03,Medium Risk
GV2EKTEAGE,68,38170,12838,833,101,4,3.95,60,0.89,High School,Full-time,Single,No,Yes,Home,No,0,42.07,Medium Risk
LC6WX11HIC,28,61848,136131,535,74,2,18.67,36,0.54,High School,Self-employed,Divorced,No,Yes,Home,No,1,62.53,Medium Risk
IF1VN8QXA2,45,135432,31961,721,111,1,9.49,12,0.76,Bachelor's,Self-employed,Married,Yes,No,Education,No,0,33.09,Low Risk
I5HNPKPB5X,19,129258,132876,327,34,2,6.27,24,0.6,PhD,Full-time,Single,No,No,Education,No,0,61.43,Medium Risk
R0Y4V5J8DM,25,63440,7234,696,24,3,23.69,60,0.56,Bachelor's,Full-time,Divorced,No,No,Auto,No,0,49.53,Medium Risk
9IYHJBMIV5,46,144987,109208,385,43,1,2.93,24,0.64,High School,Part-time,Single,Yes,No,Home,Yes,0,53.1,Medium Risk
89490M679S,28,21838,112981,792,49,3,15.86,24,0.17,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,1,42.23,Medium Risk
66SEY042CQ,54,38823,140920,788,113,1,8.0,60,0.72,PhD,Unemployed,Married,No,Yes,Home,Yes,0,49.79,Medium Risk
3BKE6MW1U1,35,76566,247423,748,28,3,7.28,12,0.53,Bachelor's,Unemployed,Married,No,Yes,Auto,Yes,0,51.53,Medium Risk
H5JVSY6KF0,67,24904,71946,462,72,3,10.07,12,0.17,Master's,Self-employed,Married,No,No,Auto,Yes,0,54.64,Medium Risk
S8YBVP3UZ3,31,148551,175384,451,34,1,8.31,60,0.18,PhD,Self-employed,Married,No,Yes,Business,Yes,0,43.6,Medium Risk
LOLMREV5MI,27,135986,237366,582,93,3,17.34,24,0.32,High School,Self-employed,Divorced,No,No,Home,No,0,47.29,Medium Risk
MICG5D0ATO,52,147299,180768,612,88,3,24.14,24,0.43,Master's,Full-time,Divorced,Yes,No,Auto,Yes,1,46.37,Medium Risk
CHP2PTOQZ2,26,44550,109561,359,51,4,17.08,36,0.18,High School,Full-time,Divorced,Yes,No,Business,Yes,0,64.49,Medium Risk
42MI8ZWPLN,52,67785,82432,400,16,4,2.23,48,0.4,High School,Unemployed,Divorced,No,No,Home,No,0,57.18,Medium Risk
97C29KH06N,28,147346,37942,349,59,4,14.25,36,0.17,High School,Self-employed,Married,No,No,Home,No,0,42.12,Medium Risk
NJJAJCYMKG,61,102015,70573,542,95,1,18.77,48,0.75,Master's,Self-employed,Single,Yes,No,Auto,Yes,0,56.18,Medium Risk
U8C0ZX9F6P,29,139084,190619,830,110,4,22.03,36,0.26,Master's,Unemployed,Single,No,No,Home,No,0,29.03,Low Risk
TEIDLB0S00,20,32024,191691,549,22,1,18.48,24,0.32,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes,0,66.45,Medium Risk
9RFTWKA96S,56,58606,157272,527,58,3,5.06,24,0.73,Master's,Part-time,Divorced,Yes,No,Business,Yes,0,64.37,Medium Risk
U9PFRKU6PL,31,148700,66568,708,115,2,23.53,36,0.33,PhD,Full-time,Married,Yes,Yes,Business,Yes,0,28.86,Low Risk
TCJRL9L5MF,45,138104,108618,351,58,2,5.95,48,0.5,High School,Self-employed,Single,Yes,No,Business,No,0,53.12,Medium Risk
OCISAFKCZ4,28,114498,124535,505,109,2,23.02,48,0.76,High School,Part-time,Divorced,No,Yes,Home,No,1,61.52,Medium Risk
V4IVA9BASU,56,108117,39206,556,10,4,14.67,60,0.86,Master's,Part-time,Single,Yes,No,Home,No,1,57.19,Medium Risk
6IHTU92IXH,42,82206,198363,657,82,3,7.44,48,0.12,PhD,Full-time,Single,No,Yes,Auto,Yes,0,39.41,Low Risk
WII46ULFUG,38,69231,52015,307,67,2,17.25,36,0.12,Master's,Full-time,Single,No,Yes,Auto,Yes,0,57.6,Medium Risk
SGOT512957,27,44394,135918,360,96,1,9.99,12,0.3,Master's,Full-time,Married,Yes,Yes,Other,Yes,0,64.07,Medium Risk
JUN5UGMOKF,60,30104,129446,477,19,2,23.41,36,0.37,PhD,Part-time,Divorced,No,No,Other,No,0,70.66,High Risk
YCW85DWZCD,32,133148,77553,326,75,3,2.72,24,0.74,High School,Full-time,Married,Yes,No,Education,Yes,0,57.49,Medium Risk
B4UCLV8536,36,88503,88718,557,21,2,16.59,36,0.4,Bachelor's,Unemployed,Married,Yes,No,Business,No,0,51.58,Medium Risk
YJ680OOA9G,65,133601,165769,506,90,1,11.71,48,0.82,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,0,58.33,Medium Risk
K12C0B99LU,39,27234,240835,551,46,3,21.58,12,0.79,Master's,Self-employed,Single,No,Yes,Education,No,0,83.27,High Risk
D4K7DY9V7V,38,17637,149737,620,13,3,21.14,60,0.77,High School,Unemployed,Divorced,No,Yes,Other,Yes,1,75.52,High Risk
J86Y9449VL,69,127777,186294,780,58,1,24.62,60,0.83,Bachelor's,Unemployed,Divorced,Yes,No,Auto,No,0,52.28,Medium Risk
OYAGZ6AQQ8,61,39591,61277,510,12,4,6.78,12,0.85,PhD,Unemployed,Single,Yes,Yes,Business,No,0,68.17,Medium Risk
FG75WWFDND,49,122981,158474,777,75,4,13.75,36,0.28,Master's,Self-employed,Divorced,No,No,Home,No,1,30.84,Low Risk
X1DQZNER4E,67,132613,90621,574,87,1,15.28,36,0.53,Master's,Self-employed,Married,No,No,Education,Yes,0,43.61,Medium Risk
RPIL8HF8O3,40,135640,175686,581,37,4,6.44,24,0.17,PhD,Unemployed,Single,No,Yes,Other,No,0,36.79,Low Risk
HQULKRGPQ1,30,135820,159432,351,83,4,24.25,12,0.82,High School,Part-time,Divorced,No,No,Auto,No,1,72.78,High Risk
00ISO6NOJX,22,149917,27648,302,102,4,18.96,24,0.78,High School,Part-time,Single,No,Yes,Education,Yes,1,60.38,Medium Risk
I7YB4D5CCQ,21,142687,19380,342,87,2,5.42,12,0.42,Master's,Part-time,Single,No,No,Other,Yes,1,43.38,Medium Risk
L60R492RGS,45,32347,194141,380,16,2,9.67,48,0.31,Master's,Self-employed,Divorced,Yes,No,Auto,No,0,72.35,High Risk
DOSCUNJYY3,31,81597,128692,578,1,1,13.39,48,0.37,High School,Unemployed,Single,Yes,Yes,Other,No,1,52.67,Medium Risk
KIZL2NG4N1,25,117691,22099,476,105,2,9.98,24,0.77,PhD,Unemployed,Divorced,No,Yes,Other,No,0,50.36,Medium Risk
